cost,component,location,carrier,0
marginal,Link,AT0 13,urban decentral air heat pump,0.00021
marginal,Link,AT0 13,urban decentral resistive heater,2249.97861
marginal,Link,AT0 13,urban decentral water tanks charger,0.02741
marginal,Link,AT0 13,urban decentral water tanks discharger,0.02954
marginal,Link,AT0 14,BEV charger,30985.16599
marginal,Link,AT0 14,DAC,0.0001
marginal,Link,AT0 14,Fischer-Tropsch,4.33262
marginal,Link,AT0 14,H2 Electrolysis,0.01847
marginal,Link,AT0 14,H2 Fuel Cell,0.00022
marginal,Link,AT0 14,H2 pipeline,0.19557
marginal,Link,AT0 14,Sabatier,0.00081
marginal,Link,AT0 14,V2G,20512.65386
marginal,Link,AT0 14,battery charger,0.00696
marginal,Link,AT0 14,battery discharger,0.00613
marginal,Link,AT0 14,electricity distribution grid,0.00868
marginal,Link,AT0 14,home battery charger,0.00488
marginal,Link,AT0 14,home battery discharger,0.0043
marginal,Link,AT0 14,methanolisation,0.00535
marginal,Link,AT0 14,rural air heat pump,0.0002
marginal,Link,AT0 14,rural ground heat pump,0.00014
marginal,Link,AT0 14,rural resistive heater,58391.47806
marginal,Link,AT0 14,rural water tanks charger,0.02834
marginal,Link,AT0 14,rural water tanks discharger,0.03069
marginal,Link,AT0 14,urban decentral air heat pump,0.00023
marginal,Link,AT0 14,urban decentral resistive heater,367.91439
marginal,Link,AT0 14,urban decentral water tanks charger,0.02874
marginal,Link,AT0 14,urban decentral water tanks discharger,0.02997
marginal,Link,AT0 15,BEV charger,8448.76168
marginal,Link,AT0 15,DAC,0.0001
marginal,Link,AT0 15,Fischer-Tropsch,8.75262
marginal,Link,AT0 15,H2 Electrolysis,0.03191
marginal,Link,AT0 15,H2 Fuel Cell,0.0002
marginal,Link,AT0 15,H2 pipeline,0.22999
marginal,Link,AT0 15,Sabatier,0.00074
marginal,Link,AT0 15,V2G,4472.48338
marginal,Link,AT0 15,battery charger,0.00702
marginal,Link,AT0 15,battery discharger,0.00697
marginal,Link,AT0 15,electricity distribution grid,0.00782
marginal,Link,AT0 15,home battery charger,0.00477
marginal,Link,AT0 15,home battery discharger,0.00502
marginal,Link,AT0 15,methanolisation,0.01023
marginal,Link,AT0 15,rural air heat pump,0.0002
marginal,Link,AT0 15,rural ground heat pump,0.00013
marginal,Link,AT0 15,rural resistive heater,21301.53656
marginal,Link,AT0 15,rural water tanks charger,0.02684
marginal,Link,AT0 15,rural water tanks discharger,0.03097
marginal,Link,AT0 15,urban decentral air heat pump,0.00021
marginal,Link,AT0 15,urban decentral resistive heater,12702.39947
marginal,Link,AT0 15,urban decentral water tanks charger,0.02643
marginal,Link,AT0 15,urban decentral water tanks discharger,0.02916
marginal,Link,AT0 16,BEV charger,6785.26925
marginal,Link,AT0 16,DAC,9e-05
marginal,Link,AT0 16,Fischer-Tropsch,75.93333
marginal,Link,AT0 16,H2 Electrolysis,0.47133
marginal,Link,AT0 16,H2 Fuel Cell,0.0002
marginal,Link,AT0 16,H2 pipeline,0.14517
marginal,Link,AT0 16,Sabatier,0.00084
marginal,Link,AT0 16,V2G,2899.98278
marginal,Link,AT0 16,battery charger,0.00628
marginal,Link,AT0 16,battery discharger,0.00649
marginal,Link,AT0 16,electricity distribution grid,0.00799
marginal,Link,AT0 16,home battery charger,0.00455
marginal,Link,AT0 16,home battery discharger,0.0046
marginal,Link,AT0 16,methanolisation,0.09812
marginal,Link,AT0 16,rural air heat pump,0.0002
marginal,Link,AT0 16,rural ground heat pump,0.00014
marginal,Link,AT0 16,rural resistive heater,17080.55554
marginal,Link,AT0 16,rural water tanks charger,0.02808
marginal,Link,AT0 16,rural water tanks discharger,0.02844
marginal,Link,AT0 16,urban decentral air heat pump,0.00022
marginal,Link,AT0 16,urban decentral resistive heater,66835.0875
marginal,Link,AT0 16,urban decentral water tanks charger,0.02547
marginal,Link,AT0 16,urban decentral water tanks discharger,0.02895
marginal,Link,AT0 17,BEV charger,10549.07432
marginal,Link,AT0 17,DAC,9e-05
marginal,Link,AT0 17,Fischer-Tropsch,6.66361
marginal,Link,AT0 17,H2 Electrolysis,0.02455
marginal,Link,AT0 17,H2 Fuel Cell,0.00018
marginal,Link,AT0 17,H2 pipeline,0.14916
marginal,Link,AT0 17,Sabatier,0.00084
marginal,Link,AT0 17,V2G,4703.2293
marginal,Link,AT0 17,battery charger,0.00708
marginal,Link,AT0 17,battery discharger,0.00623
marginal,Link,AT0 17,electricity distribution grid,0.00805
marginal,Link,AT0 17,home battery charger,0.00434
marginal,Link,AT0 17,home battery discharger,0.00429
marginal,Link,AT0 17,methanolisation,0.00891
marginal,Link,AT0 17,rural air heat pump,0.0002
marginal,Link,AT0 17,rural ground heat pump,0.00014
marginal,Link,AT0 17,rural resistive heater,38010.37007
marginal,Link,AT0 17,rural water tanks charger,0.02726
marginal,Link,AT0 17,rural water tanks discharger,0.02811
marginal,Link,AT0 17,urban decentral air heat pump,0.00021
marginal,Link,AT0 17,urban decentral resistive heater,51530.61854
marginal,Link,AT0 17,urban decentral water tanks charger,0.0297
marginal,Link,AT0 17,urban decentral water tanks discharger,0.02984
marginal,Link,AT0 18,BEV charger,14931.97623
marginal,Link,AT0 18,DAC,0.00018
marginal,Link,AT0 18,Fischer-Tropsch,1392.25184
marginal,Link,AT0 18,H2 Electrolysis,7659.19547
marginal,Link,AT0 18,H2 Fuel Cell,0.0002
marginal,Link,AT0 18,H2 pipeline,0.24852
marginal,Link,AT0 18,Sabatier,0.00076
marginal,Link,AT0 18,V2G,7535.19084
marginal,Link,AT0 18,battery charger,0.00663
marginal,Link,AT0 18,battery discharger,0.00711
marginal,Link,AT0 18,electricity distribution grid,0.00696
marginal,Link,AT0 18,home battery charger,0.00465
marginal,Link,AT0 18,home battery discharger,0.00505
marginal,Link,AT0 18,methanolisation,4328.32237
marginal,Link,AT0 18,rural air heat pump,0.00024
marginal,Link,AT0 18,rural ground heat pump,0.00015
marginal,Link,AT0 18,rural resistive heater,22220.58249
marginal,Link,AT0 18,rural water tanks charger,0.02982
marginal,Link,AT0 18,rural water tanks discharger,0.02858
marginal,Link,AT0 18,urban central air heat pump,0.00037
marginal,Link,AT0 18,urban central ptes heat pump,0.00031
marginal,Link,AT0 18,urban central resistive heater,45151.63106
marginal,Link,AT0 18,urban central water pits charger,0.01577
marginal,Link,AT0 18,urban central water pits discharger,0.01621
marginal,Link,AT0 18,urban central water tanks charger,0.00834
marginal,Link,AT0 18,urban central water tanks discharger,0.00739
marginal,Link,AT0 18,urban decentral air heat pump,0.00022
marginal,Link,AT0 18,urban decentral resistive heater,4809.07801
marginal,Link,AT0 18,urban decentral water tanks charger,0.02865
marginal,Link,AT0 18,urban decentral water tanks discharger,0.02936
marginal,Link,AT0 19,BEV charger,19365.71147
marginal,Link,AT0 19,DAC,0.00019
marginal,Link,AT0 19,Fischer-Tropsch,7.78336
marginal,Link,AT0 19,H2 Electrolysis,0.05254
marginal,Link,AT0 19,H2 Fuel Cell,0.00022
marginal,Link,AT0 19,H2 pipeline,0.22014
marginal,Link,AT0 19,Sabatier,0.00079
marginal,Link,AT0 19,V2G,10819.19043
marginal,Link,AT0 19,battery charger,0.00703
marginal,Link,AT0 19,battery discharger,0.00628
marginal,Link,AT0 19,electricity distribution grid,0.00684
marginal,Link,AT0 19,home battery charger,0.00485
marginal,Link,AT0 19,home battery discharger,0.00439
marginal,Link,AT0 19,methanolisation,0.00912
marginal,Link,AT0 19,rural air heat pump,0.00024
marginal,Link,AT0 19,rural ground heat pump,0.00015
marginal,Link,AT0 19,rural resistive heater,15009.7615
marginal,Link,AT0 19,rural water tanks charger,0.02679
marginal,Link,AT0 19,rural water tanks discharger,0.0283
marginal,Link,AT0 19,urban central air heat pump,0.00037
marginal,Link,AT0 19,urban central ptes heat pump,0.00027
marginal,Link,AT0 19,urban central resistive heater,33678.86882
marginal,Link,AT0 19,urban central water pits charger,44.17721
marginal,Link,AT0 19,urban central water pits discharger,15.56752
marginal,Link,AT0 19,urban central water tanks charger,0.01692
marginal,Link,AT0 19,urban central water tanks discharger,0.01445
marginal,Link,AT0 19,urban decentral air heat pump,0.00024
marginal,Link,AT0 19,urban decentral resistive heater,29056.95264
marginal,Link,AT0 19,urban decentral water tanks charger,0.0293
marginal,Link,AT0 19,urban decentral water tanks discharger,0.0314
marginal,Link,AT0 2,BEV charger,8656.11719
marginal,Link,AT0 2,DAC,0.00017
marginal,Link,AT0 2,Fischer-Tropsch,12.0568
marginal,Link,AT0 2,H2 Electrolysis,0.02594
marginal,Link,AT0 2,H2 Fuel Cell,0.00019
marginal,Link,AT0 2,H2 pipeline,0.28024
marginal,Link,AT0 2,Sabatier,0.00075
marginal,Link,AT0 2,V2G,24.22472
marginal,Link,AT0 2,battery charger,0.00629
marginal,Link,AT0 2,battery discharger,0.00704
marginal,Link,AT0 2,electricity distribution grid,0.01059
marginal,Link,AT0 2,home battery charger,0.00451
marginal,Link,AT0 2,home battery discharger,0.00436
marginal,Link,AT0 2,methanolisation,0.00895
marginal,Link,AT0 2,rural air heat pump,0.00026
marginal,Link,AT0 2,rural ground heat pump,0.00018
marginal,Link,AT0 2,rural resistive heater,11361.58083
marginal,Link,AT0 2,rural water tanks charger,0.03028
marginal,Link,AT0 2,rural water tanks discharger,0.03154
marginal,Link,AT0 2,urban central air heat pump,0.00039
marginal,Link,AT0 2,urban central ptes heat pump,0.00026
marginal,Link,AT0 2,urban central resistive heater,17150.07918
marginal,Link,AT0 2,urban central water pits charger,1054.81685
marginal,Link,AT0 2,urban central water pits discharger,767.72252
marginal,Link,AT0 2,urban central water tanks charger,0.01647
marginal,Link,AT0 2,urban central water tanks discharger,0.01696
marginal,Link,AT0 2,urban decentral air heat pump,0.00026
marginal,Link,AT0 2,urban decentral resistive heater,23331.95867
marginal,Link,AT0 2,urban decentral water tanks charger,0.02725
marginal,Link,AT0 2,urban decentral water tanks discharger,0.02648
marginal,Link,AT0 20,BEV charger,12251.18906
marginal,Link,AT0 20,DAC,0.0002
marginal,Link,AT0 20,Fischer-Tropsch,6.38138
marginal,Link,AT0 20,H2 Electrolysis,0.01425
marginal,Link,AT0 20,H2 Fuel Cell,0.00018
marginal,Link,AT0 20,H2 pipeline,0.2581
marginal,Link,AT0 20,Sabatier,0.00073
marginal,Link,AT0 20,V2G,7255.548
marginal,Link,AT0 20,battery charger,0.00642
marginal,Link,AT0 20,battery discharger,0.00591
marginal,Link,AT0 20,electricity distribution grid,0.00803
marginal,Link,AT0 20,home battery charger,0.00459
marginal,Link,AT0 20,home battery discharger,0.00439
marginal,Link,AT0 20,methanolisation,0.00888
marginal,Link,AT0 20,rural air heat pump,0.00024
marginal,Link,AT0 20,rural ground heat pump,0.00014
marginal,Link,AT0 20,rural resistive heater,17057.64113
marginal,Link,AT0 20,rural water tanks charger,0.02815
marginal,Link,AT0 20,rural water tanks discharger,0.03065
marginal,Link,AT0 20,urban central air heat pump,0.00036
marginal,Link,AT0 20,urban central ptes heat pump,0.00033
marginal,Link,AT0 20,urban central resistive heater,9937.40111
marginal,Link,AT0 20,urban central water pits charger,0.0152
marginal,Link,AT0 20,urban central water pits discharger,0.0153
marginal,Link,AT0 20,urban central water tanks charger,0.00774
marginal,Link,AT0 20,urban central water tanks discharger,0.00815
marginal,Link,AT0 20,urban decentral air heat pump,0.00024
marginal,Link,AT0 20,urban decentral resistive heater,4277.32942
marginal,Link,AT0 20,urban decentral water tanks charger,0.02604
marginal,Link,AT0 20,urban decentral water tanks discharger,0.02705
marginal,Link,AT0 21,BEV charger,12693.24838
marginal,Link,AT0 21,DAC,0.00018
marginal,Link,AT0 21,Fischer-Tropsch,1638.59889
marginal,Link,AT0 21,H2 Electrolysis,3036.91564
marginal,Link,AT0 21,H2 Fuel Cell,0.0002
marginal,Link,AT0 21,H2 pipeline,0.2658
marginal,Link,AT0 21,Sabatier,0.00071
marginal,Link,AT0 21,V2G,8496.27403
marginal,Link,AT0 21,battery charger,0.00729
marginal,Link,AT0 21,battery discharger,0.00682
marginal,Link,AT0 21,electricity distribution grid,0.00731
marginal,Link,AT0 21,home battery charger,0.00502
marginal,Link,AT0 21,home battery discharger,0.00512
marginal,Link,AT0 21,methanolisation,2225.51675
marginal,Link,AT0 21,rural air heat pump,0.0002
marginal,Link,AT0 21,rural ground heat pump,0.00013
marginal,Link,AT0 21,rural resistive heater,8595.96157
marginal,Link,AT0 21,rural water tanks charger,0.02934
marginal,Link,AT0 21,rural water tanks discharger,0.02598
marginal,Link,AT0 21,urban central air heat pump,0.00036
marginal,Link,AT0 21,urban central ptes heat pump,0.00033
marginal,Link,AT0 21,urban central resistive heater,34448.39982
marginal,Link,AT0 21,urban central water pits charger,0.016
marginal,Link,AT0 21,urban central water pits discharger,0.01472
marginal,Link,AT0 21,urban central water tanks charger,0.00828
marginal,Link,AT0 21,urban central water tanks discharger,0.00805
marginal,Link,AT0 21,urban decentral air heat pump,0.00022
marginal,Link,AT0 21,urban decentral resistive heater,5943.75433
marginal,Link,AT0 21,urban decentral water tanks charger,0.02606
marginal,Link,AT0 21,urban decentral water tanks discharger,0.02573
marginal,Link,AT0 22,BEV charger,9279.76745
marginal,Link,AT0 22,DAC,0.0001
marginal,Link,AT0 22,Fischer-Tropsch,9.54365
marginal,Link,AT0 22,H2 Electrolysis,0.03703
marginal,Link,AT0 22,H2 Fuel Cell,0.00019
marginal,Link,AT0 22,H2 pipeline,0.22943
marginal,Link,AT0 22,Sabatier,0.00073
marginal,Link,AT0 22,V2G,5785.31687
marginal,Link,AT0 22,battery charger,0.00687
marginal,Link,AT0 22,battery discharger,0.0065
marginal,Link,AT0 22,electricity distribution grid,0.00833
marginal,Link,AT0 22,home battery charger,0.00504
marginal,Link,AT0 22,home battery discharger,0.00433
marginal,Link,AT0 22,methanolisation,0.01291
marginal,Link,AT0 22,rural air heat pump,0.00021
marginal,Link,AT0 22,rural ground heat pump,0.00014
marginal,Link,AT0 22,rural resistive heater,36987.44605
marginal,Link,AT0 22,rural water tanks charger,0.0256
marginal,Link,AT0 22,rural water tanks discharger,0.02745
marginal,Link,AT0 22,urban decentral air heat pump,0.00021
marginal,Link,AT0 22,urban decentral resistive heater,348.0434
marginal,Link,AT0 22,urban decentral water tanks charger,0.03071
marginal,Link,AT0 22,urban decentral water tanks discharger,0.02603
marginal,Link,AT0 23,BEV charger,38751.55939
marginal,Link,AT0 23,DAC,0.00017
marginal,Link,AT0 23,Fischer-Tropsch,22862574.05733
marginal,Link,AT0 23,H2 Electrolysis,92512.40174
marginal,Link,AT0 23,H2 Fuel Cell,0.00022
marginal,Link,AT0 23,H2 pipeline,0.51513
marginal,Link,AT0 23,Sabatier,0.00074
marginal,Link,AT0 23,V2G,114.50773
marginal,Link,AT0 23,battery charger,0.007
marginal,Link,AT0 23,battery discharger,0.00643
marginal,Link,AT0 23,electricity distribution grid,75487.00256
marginal,Link,AT0 23,home battery charger,0.00473
marginal,Link,AT0 23,home battery discharger,0.00464
marginal,Link,AT0 23,methanolisation,0.01366
marginal,Link,AT0 23,rural air heat pump,0.00029
marginal,Link,AT0 23,rural ground heat pump,0.00023
marginal,Link,AT0 23,rural resistive heater,14586.04193
marginal,Link,AT0 23,rural water tanks charger,0.03121
marginal,Link,AT0 23,rural water tanks discharger,0.02931
marginal,Link,AT0 23,urban central air heat pump,0.00048
marginal,Link,AT0 23,urban central ptes heat pump,0.00027
marginal,Link,AT0 23,urban central resistive heater,46639.8421
marginal,Link,AT0 23,urban central water pits charger,7592.93189
marginal,Link,AT0 23,urban central water pits discharger,7090.28286
marginal,Link,AT0 23,urban central water tanks charger,0.01509
marginal,Link,AT0 23,urban central water tanks discharger,0.01365
marginal,Link,AT0 23,urban decentral air heat pump,0.00029
marginal,Link,AT0 23,urban decentral resistive heater,33492.29539
marginal,Link,AT0 23,urban decentral water tanks charger,0.02813
marginal,Link,AT0 23,urban decentral water tanks discharger,0.03134
marginal,Link,AT0 24,BEV charger,6566.57176
marginal,Link,AT0 24,DAC,0.00016
marginal,Link,AT0 24,Fischer-Tropsch,157.148
marginal,Link,AT0 24,H2 Electrolysis,71861.85811
marginal,Link,AT0 24,H2 Fuel Cell,0.00018
marginal,Link,AT0 24,H2 pipeline,46941.1928
marginal,Link,AT0 24,Sabatier,0.00076
marginal,Link,AT0 24,V2G,60.85052
marginal,Link,AT0 24,battery charger,0.00688
marginal,Link,AT0 24,battery discharger,0.0059
marginal,Link,AT0 24,electricity distribution grid,0.02576
marginal,Link,AT0 24,home battery charger,0.00415
marginal,Link,AT0 24,home battery discharger,0.00481
marginal,Link,AT0 24,methanolisation,0.01105
marginal,Link,AT0 24,rural air heat pump,0.0003
marginal,Link,AT0 24,rural ground heat pump,0.00019
marginal,Link,AT0 24,rural resistive heater,3536.66771
marginal,Link,AT0 24,rural water tanks charger,0.03125
marginal,Link,AT0 24,rural water tanks discharger,0.03033
marginal,Link,AT0 24,urban central air heat pump,0.00055
marginal,Link,AT0 24,urban central ptes heat pump,0.00023
marginal,Link,AT0 24,urban central resistive heater,15099.25241
marginal,Link,AT0 24,urban central water pits charger,1104.77069
marginal,Link,AT0 24,urban central water pits discharger,920.65163
marginal,Link,AT0 24,urban central water tanks charger,0.01156
marginal,Link,AT0 24,urban central water tanks discharger,0.01183
marginal,Link,AT0 24,urban decentral air heat pump,0.00025
marginal,Link,AT0 24,urban decentral resistive heater,8710.68723
marginal,Link,AT0 24,urban decentral water tanks charger,0.02808
marginal,Link,AT0 24,urban decentral water tanks discharger,0.02864
marginal,Link,AT0 3,BEV charger,22997.28946
marginal,Link,AT0 3,DAC,0.00019
marginal,Link,AT0 3,Fischer-Tropsch,8.30982
marginal,Link,AT0 3,H2 Electrolysis,0.01237
marginal,Link,AT0 3,H2 Fuel Cell,0.00022
marginal,Link,AT0 3,H2 pipeline,0.20361
marginal,Link,AT0 3,Sabatier,0.00072
marginal,Link,AT0 3,V2G,13378.88034
marginal,Link,AT0 3,battery charger,0.00625
marginal,Link,AT0 3,battery discharger,0.00591
marginal,Link,AT0 3,electricity distribution grid,0.00813
marginal,Link,AT0 3,home battery charger,0.00479
marginal,Link,AT0 3,home battery discharger,0.00484
marginal,Link,AT0 3,methanolisation,0.00864
marginal,Link,AT0 3,rural air heat pump,0.00022
marginal,Link,AT0 3,rural ground heat pump,0.00016
marginal,Link,AT0 3,rural resistive heater,5153.48734
marginal,Link,AT0 3,rural water tanks charger,0.03042
marginal,Link,AT0 3,rural water tanks discharger,0.03025
marginal,Link,AT0 3,urban central air heat pump,0.00034
marginal,Link,AT0 3,urban central ptes heat pump,0.00028
marginal,Link,AT0 3,urban central resistive heater,58439.28447
marginal,Link,AT0 3,urban central water pits charger,0.01493
marginal,Link,AT0 3,urban central water pits discharger,0.01371
marginal,Link,AT0 3,urban central water tanks charger,0.00877
marginal,Link,AT0 3,urban central water tanks discharger,0.00889
marginal,Link,AT0 3,urban decentral air heat pump,0.00022
marginal,Link,AT0 3,urban decentral resistive heater,19710.10665
marginal,Link,AT0 3,urban decentral water tanks charger,0.03101
marginal,Link,AT0 3,urban decentral water tanks discharger,0.02566
marginal,Link,AT0 4,BEV charger,10466.00347
marginal,Link,AT0 4,DAC,0.00016
marginal,Link,AT0 4,Fischer-Tropsch,5.61394
marginal,Link,AT0 4,H2 Electrolysis,25726.36441
marginal,Link,AT0 4,H2 Fuel Cell,0.00021
marginal,Link,AT0 4,H2 pipeline,0.29455
marginal,Link,AT0 4,Sabatier,0.00083
marginal,Link,AT0 4,V2G,99.58665
marginal,Link,AT0 4,battery charger,0.00659
marginal,Link,AT0 4,battery discharger,0.00628
marginal,Link,AT0 4,electricity distribution grid,13286.18947
marginal,Link,AT0 4,home battery charger,0.00465
marginal,Link,AT0 4,home battery discharger,0.00482
marginal,Link,AT0 4,methanolisation,0.00599
marginal,Link,AT0 4,rural air heat pump,0.00028
marginal,Link,AT0 4,rural ground heat pump,0.00022
marginal,Link,AT0 4,rural resistive heater,12394.11223
marginal,Link,AT0 4,rural water tanks charger,0.02891
marginal,Link,AT0 4,rural water tanks discharger,0.02999
marginal,Link,AT0 4,urban central air heat pump,0.0004
marginal,Link,AT0 4,urban central ptes heat pump,0.00029
marginal,Link,AT0 4,urban central resistive heater,8910.87892
marginal,Link,AT0 4,urban central water pits charger,2128.55566
marginal,Link,AT0 4,urban central water pits discharger,2021.9034
marginal,Link,AT0 4,urban central water tanks charger,0.01419
marginal,Link,AT0 4,urban central water tanks discharger,0.01478
marginal,Link,AT0 4,urban decentral air heat pump,0.00025
marginal,Link,AT0 4,urban decentral resistive heater,5831.38774
marginal,Link,AT0 4,urban decentral water tanks charger,0.02724
marginal,Link,AT0 4,urban decentral water tanks discharger,0.02938
marginal,Link,AT0 5,BEV charger,12785.8936
marginal,Link,AT0 5,DAC,0.00019
marginal,Link,AT0 5,Fischer-Tropsch,1161.40292
marginal,Link,AT0 5,H2 Electrolysis,9.43231
marginal,Link,AT0 5,H2 Fuel Cell,0.00022
marginal,Link,AT0 5,H2 pipeline,0.04954
marginal,Link,AT0 5,Sabatier,0.00071
marginal,Link,AT0 5,V2G,4418.65606
marginal,Link,AT0 5,battery charger,0.0071
marginal,Link,AT0 5,battery discharger,0.00714
marginal,Link,AT0 5,electricity distribution grid,0.00765
marginal,Link,AT0 5,home battery charger,0.00503
marginal,Link,AT0 5,home battery discharger,0.00445
marginal,Link,AT0 5,methanolisation,3.01885
marginal,Link,AT0 5,rural air heat pump,0.00022
marginal,Link,AT0 5,rural ground heat pump,0.00014
marginal,Link,AT0 5,rural resistive heater,22334.84029
marginal,Link,AT0 5,rural water tanks charger,0.02641
marginal,Link,AT0 5,rural water tanks discharger,0.027
marginal,Link,AT0 5,urban central air heat pump,0.00031
marginal,Link,AT0 5,urban central ptes heat pump,0.00032
marginal,Link,AT0 5,urban central resistive heater,149385.03707
marginal,Link,AT0 5,urban central water pits charger,0.01413
marginal,Link,AT0 5,urban central water pits discharger,0.01409
marginal,Link,AT0 5,urban central water tanks charger,0.00837
marginal,Link,AT0 5,urban central water tanks discharger,0.00882
marginal,Link,AT0 5,urban decentral air heat pump,0.00021
marginal,Link,AT0 5,urban decentral resistive heater,9810.31992
marginal,Link,AT0 5,urban decentral water tanks charger,0.0289
marginal,Link,AT0 5,urban decentral water tanks discharger,0.02623
marginal,Link,AT0 6,BEV charger,12660.89929
marginal,Link,AT0 6,DAC,0.0001
marginal,Link,AT0 6,Fischer-Tropsch,11.26906
marginal,Link,AT0 6,H2 Electrolysis,0.05855
marginal,Link,AT0 6,H2 Fuel Cell,0.0002
marginal,Link,AT0 6,H2 pipeline,0.12065
marginal,Link,AT0 6,Sabatier,0.00079
marginal,Link,AT0 6,V2G,6767.16641
marginal,Link,AT0 6,battery charger,0.0069
marginal,Link,AT0 6,battery discharger,0.00669
marginal,Link,AT0 6,electricity distribution grid,0.00809
marginal,Link,AT0 6,home battery charger,0.00519
marginal,Link,AT0 6,home battery discharger,0.00486
marginal,Link,AT0 6,methanolisation,0.0153
marginal,Link,AT0 6,rural air heat pump,0.00022
marginal,Link,AT0 6,rural ground heat pump,0.00014
marginal,Link,AT0 6,rural resistive heater,37322.6408
marginal,Link,AT0 6,rural water tanks charger,0.02877
marginal,Link,AT0 6,rural water tanks discharger,0.02936
marginal,Link,AT0 6,urban decentral air heat pump,0.0002
marginal,Link,AT0 6,urban decentral resistive heater,61240.89371
marginal,Link,AT0 6,urban decentral water tanks charger,0.02976
marginal,Link,AT0 6,urban decentral water tanks discharger,0.02994
marginal,Link,AT0 7,BEV charger,7078.92338
marginal,Link,AT0 7,DAC,0.0001
marginal,Link,AT0 7,Fischer-Tropsch,2978128.79379
marginal,Link,AT0 7,H2 Electrolysis,13576.48976
marginal,Link,AT0 7,H2 Fuel Cell,0.00021
marginal,Link,AT0 7,H2 pipeline,0.40313
marginal,Link,AT0 7,Sabatier,0.00076
marginal,Link,AT0 7,V2G,3770.51415
marginal,Link,AT0 7,battery charger,0.00602
marginal,Link,AT0 7,battery discharger,0.00638
marginal,Link,AT0 7,electricity distribution grid,0.00781
marginal,Link,AT0 7,home battery charger,0.00467
marginal,Link,AT0 7,home battery discharger,0.00489
marginal,Link,AT0 7,methanolisation,3.70922
marginal,Link,AT0 7,rural air heat pump,0.00025
marginal,Link,AT0 7,rural ground heat pump,0.00015
marginal,Link,AT0 7,rural resistive heater,53325.89529
marginal,Link,AT0 7,rural water tanks charger,0.02809
marginal,Link,AT0 7,rural water tanks discharger,0.02688
marginal,Link,AT0 7,urban decentral air heat pump,0.00022
marginal,Link,AT0 7,urban decentral resistive heater,120.89274
marginal,Link,AT0 7,urban decentral water tanks charger,0.02991
marginal,Link,AT0 7,urban decentral water tanks discharger,0.03027
marginal,Link,AT0 8,BEV charger,67335.30166
marginal,Link,AT0 8,DAC,0.00019
marginal,Link,AT0 8,Fischer-Tropsch,5.46227
marginal,Link,AT0 8,H2 Electrolysis,0.01556
marginal,Link,AT0 8,H2 Fuel Cell,0.0002
marginal,Link,AT0 8,H2 pipeline,0.16379
marginal,Link,AT0 8,Sabatier,0.00075
marginal,Link,AT0 8,V2G,44943.71693
marginal,Link,AT0 8,battery charger,0.00609
marginal,Link,AT0 8,battery discharger,0.00665
marginal,Link,AT0 8,electricity distribution grid,0.00809
marginal,Link,AT0 8,home battery charger,0.00471
marginal,Link,AT0 8,home battery discharger,0.00465
marginal,Link,AT0 8,methanolisation,0.00696
marginal,Link,AT0 8,rural air heat pump,0.00021
marginal,Link,AT0 8,rural ground heat pump,0.00016
marginal,Link,AT0 8,rural resistive heater,33915.17109
marginal,Link,AT0 8,rural water tanks charger,0.02757
marginal,Link,AT0 8,rural water tanks discharger,0.02998
marginal,Link,AT0 8,urban central air heat pump,0.00033
marginal,Link,AT0 8,urban central ptes heat pump,0.0003
marginal,Link,AT0 8,urban central resistive heater,56521.59266
marginal,Link,AT0 8,urban central water pits charger,0.0152
marginal,Link,AT0 8,urban central water pits discharger,0.01482
marginal,Link,AT0 8,urban central water tanks charger,0.00808
marginal,Link,AT0 8,urban central water tanks discharger,0.0084
marginal,Link,AT0 8,urban decentral air heat pump,0.00023
marginal,Link,AT0 8,urban decentral resistive heater,29648.86043
marginal,Link,AT0 8,urban decentral water tanks charger,0.0297
marginal,Link,AT0 8,urban decentral water tanks discharger,0.03018
marginal,Link,AT0 9,BEV charger,13228.66658
marginal,Link,AT0 9,DAC,0.00019
marginal,Link,AT0 9,Fischer-Tropsch,7.49142
marginal,Link,AT0 9,H2 Electrolysis,0.04338
marginal,Link,AT0 9,H2 Fuel Cell,0.00019
marginal,Link,AT0 9,H2 pipeline,0.2678
marginal,Link,AT0 9,Sabatier,0.00075
marginal,Link,AT0 9,V2G,6277.53533
marginal,Link,AT0 9,battery charger,0.00646
marginal,Link,AT0 9,battery discharger,0.00614
marginal,Link,AT0 9,electricity distribution grid,0.00648
marginal,Link,AT0 9,home battery charger,0.00496
marginal,Link,AT0 9,home battery discharger,0.00498
marginal,Link,AT0 9,methanolisation,0.00906
marginal,Link,AT0 9,rural air heat pump,0.00025
marginal,Link,AT0 9,rural ground heat pump,0.00014
marginal,Link,AT0 9,rural resistive heater,26943.02719
marginal,Link,AT0 9,rural water tanks charger,0.02759
marginal,Link,AT0 9,rural water tanks discharger,0.02804
marginal,Link,AT0 9,urban central air heat pump,0.00033
marginal,Link,AT0 9,urban central ptes heat pump,0.00028
marginal,Link,AT0 9,urban central resistive heater,12761.02787
marginal,Link,AT0 9,urban central water pits charger,96.85956
marginal,Link,AT0 9,urban central water pits discharger,71.32302
marginal,Link,AT0 9,urban central water tanks charger,0.01543
marginal,Link,AT0 9,urban central water tanks discharger,0.01716
marginal,Link,AT0 9,urban decentral air heat pump,0.00024
marginal,Link,AT0 9,urban decentral resistive heater,9611.25662
